"LIBRARYREFERENCE","FOOTPRINT1","FOOTPRINT2","FOOTPRINT3","FOOTPRINT4","FOOTPRINT5","FOOTPRINT6","FOOTPRINT7","FOOTPRINT8","FOOTPRINT9","COMMENT","FULLNAME","GROUP","MANUFACTURER","NAMECOMP","NOISE","PART NUMBER","POWER","PRECISION","PRICE","TKE","TKS","TU","TU_COM","TYPE","TYPECOMP","VALUE","VOLT","SHEETPART","DESIGNATOR","DESCRIPTION"
"LDM-EPC3C25-E144","","","","","","","","","","LDM-EPC3C25-E144","","Модули радиоэлектронные","LDM-SYSTEMS","","","","","","","","","","","LDM-EPC3C25-E144","","","","*","A?",""
"LED","","","","","","","","","","*","","","","*","","*","","","","","","","","","","","","*","HL?",""
"LED0805","0805","","","","","","","","","*","","Индикаторы единичные","","","","","","","","","","TU","","Type","","","","*","HL?",""
"LED_1","","","","","","","","","","*","","","","*","","*","","","","","","","","","","","","*","VD?",""
"LM2678","LM2679T","","","","","","","","","LM2678","","Микросхемы","","","","","","","","","","TU","","Type","","","","*","DA?",""
"LM2679","LM2679T","","","","","","","","","LM2679","","Микросхемы","","","","","","","","","","TU","","Type","","","","*","DA?",""
"LMG1020","TSSOP28_W7.8","","","","","","","","","LMG1020","","Микросхемы","","","","LMG1020","","","","","","TU","","Type","","","","*","DD?","5-V, 7-A, 5-A Low-Side GaN and MOSFET Driver For 1-ns Pulse Width Applications"
"LMG1210RVR","TSSOP28_W7.8","","","","","","","","","LMG1210RVR","","Микросхемы","","","","LMG1210RVR","","","","","","TU","","Type","","","","*","DD?","LMG1210 200-V, 1.5-A, 3-A half-bridge MOSFET and GaN FET driver with Adjustable dead time for applications up to 50 MHz"
"M4","M4","","","","","","","","","*","","Group","","","","","","","","","","TU","","Type","","","","*","?",""
"MAA600-1","","","","","","","","","","MAA600-1","","Модули питания","","","","","","","","","","TU","","Type","","","","*","G?",""
"MAX3207E","","","","","","","","","","","","Микросхемы","Maxim","","","MAX3207E","","","","","","TU","","MAX3207E","","","","*","DD?","Микросхема защиты от ESD 2 канала"
"MAX3222EWN","","","","","","","","","","","MAX3222EWN","Микросхемы","Maxim","","","MAX3222EWN","","","","","","TU","","Type","","","","*","DD?","Приемопередатчик RS232 с питанием от 3В"
"MIC39100-3,3WS-TR","RM-10","","","","","","","","","","","Микросхемы","Micrel","","","MIC39100-3,3WS-TR","","","","","","TU","","Type","","","","*","DA?","Линейный стабилизатор 3,3В/1А SOT223"
"MMUSB232","MMUSB232","","","","","","","","","MMUSB232","","Микросхемы","","","","","","","","","","TU","","Type","","","","*","DD?",""
"MMUSB232RL","","","","","","","","","","MMUSB232RL","","Микросхемы","","","","","","","","","","TU","","Type","","","","*","DD?",""
"MMWIZNET5300","","","","","","","","","","MMWIZNET5300","","Group","","","","","","","","","","TU","","Type","","","","*","U?",""
"MMWIZNET5300-1","MMWIZNET5300","","","","","","","","","MMWIZNET5300-1","","Микросхемы","","","","","","","","","","TU","","Type","","","","*","DD?",""
"MOSFET-N","","","","","","","","","","MOSFET-N","","Транзисторы","","","","","","","","","","TU","","Type","","","","*","VT?",""
"MOSFET-P","","","","","","","","","","MOSFET-P","","Транзисторы","","","","","","","","","","TU","","Type","","","","*","VT?",""
"MPXA4115A6U","","","","","","","","","","MPXA4115A6U","","Микросхемы","","","","","","","","","","TU","","Type","","","","*","DA?",""
"NFM18PS105R0J3","","","","","","","","","","","","Конденсаторы","Murata","","","Конденсатор трехвыводный 0603, 6,3В, 1мкф±20% NFM18PS105R0J3","","±20%","","","","TU","","Type","","1uF","6,3В","*","C?","Керамический трехвыводный конденсатор Murata 0603, 6,3В 1мкф±20%"
"NPA-300-N-030-A","","","","","","","","","","Приемопередатчик RS-485","","Микросхемы","General Electric","","","NPA-300-N-030-A","","","","","","","","NPA-300-N-030-A","","","","*","DA?","Датчик давления 200 кПа, 3,3В, аналог. выход"
"NPN","","","","","","","","","","NPN","","Транзисторы","","","","","","","","","","TU","","Type","","","","*","VT?",""
"OPA244","TSSOP28_W7.8","","","","","","","","","OPA244","","Микросхемы","Burr-Brown","","","OPA244","","","","","","TU","","Type","","","","*","DA?","Операционный усилитель SOT-23-5, +2,2...+36V (+-1.1...+-18V)"
"PB181S","","","","","","","","","","ОПТРОН","PB181S","Group","Протон","","","PB181S","","","","","","TU","","Type","","","","*","DA?","Транзисторнвя оптопара SOP4, 60В, 50мА, 3мкс"
"PM-DB2725EX","","","","","","","","","","","","Трансформаторы","Premier Magnetics","","","Трансформатор изолирующий PM-DB2725EX","","","","","","TU","","PM-DB2725EX","","","","*","T?","Трансформатор изолирующий MIL-STD1553B"
"PNP","","","","","","","","","","PNP","","Транзисторы","","","","","","","","","","TU","","Type","","","","*","VT?",""
"PRAB37S","","","","","","","","","","PVN012S","PRAB37S","Микросхемы","Протон","","","PRAB37S","","","","","","TU","","PRAB37S","","","","*","DA?","Реле твердотельное 60В, 350мА, SO4"
"PVN012","PVN012","","","","","","","","","PVN012","","Микросхемы","","","","","","","","","","TU","","Type","","","","*","DA?",""
"PVN012S","PVN012S","","","","","","","","","PVN012S","","Микросхемы","","","","","","","","","","TU","","Type","","","","*","DA?",""
"PVY016","","","","","","","","","","PVN012S","PVY016","Микросхемы","International Rectifier","","","PVY016","","","","","","TU","","PVY016","","","","*","DA?","Реле твердотельное 40В, 300мА, SO4"
"PWR1+","","","","","","","","","","PWR1+","","Group","","","","","","","","","","TU","","Type","","","","*","PWR?",""
"PWR1-","","","","","","","","","","PWR1-","","Group","","","","","","","","","","TU","","Type","","","","*","PWR?",""
"PWR2","","","","","","","","","","PWR2","","Group","","","","","","","","","","TU","","Type","","","","*","U?",""
"PWR2+","","","","","","","","","","PWR2+","","Group","","","","","","","","","","TU","","Type","","","","*","PWR?",""
"PWR2-","","","","","","","","","","PWR2-","","Group","","","","","","","","","","TU","","Type","","","","*","PWR?",""
"PWR3+","","","","","","","","","","PWR3+","","Group","","","","","","","","","","TU","","Type","","","","*","PWR?",""
"PWR3-","","","","","","","","","","PWR3-","","Group","","","","","","","","","","TU","","Type","","","","*","PWR?",""
"PWR4+","","","","","","","","","","PWR4+","","Group","","","","","","","","","","TU","","Type","","","","*","PWR?",""
"PWR4-","","","","","","","","","","PWR4-","","Group","","","","","","","","","","TU","","Type","","","","*","PWR?",""
"PWR5","","","","","","","","","","PWR5","","Group","","","","","","","","","","TU","","Type","","","","*","PWR?",""
"PWR5+","","","","","","","","","","PWR5+","","Group","","","","","","","","","","TU","","Type","","","","*","PWR?",""
"PWR5-","","","","","","","","","","PWR5-","","Group","","","","","","","","","","TU","","Type","","","","*","PWR?",""
"PWR5V","","","","","","","","","","PWR5V","","Group","","","","","","","","","","TU","","Type","","","","*","PWR?",""
"PWR6+","","","","","","","","","","PWR6+","","Group","","","","","","","","","","TU","","Type","","","","*","PWR?",""
"PWR6-","","","","","","","","","","PWR6-","","Group","","","","","","","","","","TU","","Type","","","","*","PWR?",""
"PWR7+","","","","","","","","","","PWR7+","","Group","","","","","","","","","","TU","","Type","","","","*","PWR?",""
"PWR7-","","","","","","","","","","PWR7-","","Group","","","","","","","","","","TU","","Type","","","","*","PWR?",""
"R","","","","","","","","","","R","","Резисторы","","","","","Power","Precision","","","","TU","","Type","","Value","","*","R?",""
"R0603","","","","","","","","","","","","Резисторы","","","","R0603","","","","","","TU","","Type","","","","*","R?","Резистор 0603 "
"R0805","0805","","","","","","","","","R0805","","Резисторы","","","","","Power","Precision","","","","TU","","Type","","","","*","R?",""
"RK","","","","","","","","","","RK","","Терморезисторы","","","","","","","Price","","","TU","","Type","","Value","","*","RK?","Терморезистор с положительным ТКЕ"
"RK_1","","","","","","","","","","","","Терморезисторы","","","","","","","Price","","","TU","","Type","","Value","","*","RK?","Терморезистор с отрицательным ТКЕ"
"RL0603FR-0710KL","","","","","","","","","","","","Резисторы","","","","RL0603FR-0710KL","0,1","±1%","","","","TU","","Type","","10k","","*","R?","Резистор Yageo 0603 1% 10к"
"RL0603FR-07120RL","","","","","","","","","","","","Резисторы","","","","RL0603FR-07120RL","0,1","±1%","","","","TU","","Type","","120","","*","R?","Резистор Yageo 0603 1% 120"
"RL0603FR-071KL","","","","","","","","","","","","Резисторы","","","","RL0603FR-071KL","0,1","±1%","","","","TU","","Type","","1k","","*","R?","Резистор Yageo 0603 1% 1к"
"RL0603FR-07300RL","","","","","","","","","","","","Резисторы","","","","RL0603FR-07300RL","0,1","±1%","","","","TU","","Type","","300","","*","R?","Резистор Yageo 0603 1% 300"
"RR","","","","","","","","","","RR","","Резисторы переменные","","","","","Power","Precicion","","","","TU","","Type","","Value","","*","RR?",""
"RR1","","","","","","","","","","RR1","","Резисторы переменные","","","","","Power","Precicion","","","","TU","","Type","","Value","","*","RR?",""
"RU","","","","","","","","","","RU","","Group","","","","","","","","","","TU","","Type","","","","*","RU?",""
"SA","","","","","","","","","","SA","","Group","","","","","","","","","","TU","ОЮ0.360.028 ТУ","Type","","","","*","SA?",""
"SA1","","","","","","","","","","SA1","","Group","","","","","","","","","","TU","","Type","","","","*","SA?",""
"SA2","","","","","","","","","","SA2","","Group","","","","","","","","","","TU","","Type","","","","*","SA?",""
"SA3","","","","","","","","","","SA3","","Group","","","","","","","","","","TU","","Type","","","","*","SA?",""
"SA4","","","","","","","","","","Кнопка","","Кнопки","","","","","","","","","","TU","","Type","","","","*","SA?",""
"SMA-24L-P10","SMA24-10","","","","","","","","","SMA-24L-P10","","Group","","","","","","","","","","TU","","Type","","","","*","HA?",""
"SN74LVC1G08DBVR","","","","","","","","","","","","Микросхемы","TI","","","SN74LVC1G08DBVR","","","","","","TU","","Type","","","","*","DD?","Единичный элемент И, SOT23"
"SR360","SR360","","","","","","","","","SR360","","Диоды","","","","","","","","","","TU","","Type","","","","*","VD?",""
"STM32G474QET3","4229.132-3","","","","","","","","","STM32G474QET3","STM32G474QET3","Микросхемы","STM","","","STM32G474QET3","","","","","","TU","","Type","","","","*","DD?",""
"STM32G474RET3","4229.132-3","","","","","","","","","STM32G474RET3","STM32G474RET3","Микросхемы","STM","","","STM32G474RET3","","","","","","TU","","Type","","","","*","DD?","LQFP64"
"TB127-1,0-2,0-HT200-C-L3-S","","","","","","","","","","=NameComp","","","","TB127-1,0-2,0-HT200-C-L3-S","","TB127-1,0-2,0-HT200-C-L3-S ТУ6349-001-79789858-2007","","","","","","","","","Модули термоэлектрические","","","*","B?","Термоэлектрический модуль"
"TB241-0,5-1,5-HT200-C-L3-S","","","","","","","","","","=NameComp","","","","TB241-0,5-1,5-HT200-C-L3-S","","TB241-0,5-1,5-HT200-C-L3-S ТУ6349-001-79789858-2007","","","","","","","","","Модули термоэлектрические","","","*","B?","Термоэлектрический модуль"
"TB241-0,7-1,5-HT200-C-L3-S","","","","","","","","","","=NameComp","","","","TB241-0,7-1,5-HT200-C-L3-S","","TB241-0,7-1,5-HT200-C-L3-S ТУ6349-001-79789858-2007","","","","","","","","","Модули термоэлектрические","","","*","B?","Термоэлектрический модуль"
"TEN30WIN","","","","","","","","","","DC/DC преобразователь","","Модули питания","Traco Power","","","","","","2000","","","","","TEN30WIN","","","","*","G?","DC/DC преобразователь"
"TEN8WIN","","","","","","","","","","DC/DC преобразователь","TEN8WIN","Модули питания","Traco Power","","","","","","2000","","","","","TEN8WIN","","","","*","G?","DC/DC преобразователь"
"TSRN1-SM","","","","","","","","","","TSRN1-SM","TSRN1-SM","Источники питания","Traco Power","","","","","","","","","TU","","TSRN1-SM","","","","*","G?",""
"VD","","","","","","","","","","VD","","Диоды","","","","","","","","","","TU","","Type","","","","*","VD?",""
"VD ШОТТКИ","","","","","","","","","","VD ШОТТКИ","","Диоды","","","","","","","","","","TU","","Type","","","","*","VD?",""
"VD1","","","","","","","","","","VD1","","Диоды","","","","","","","","","","TU","","Type","","","","*","VD?",""
"АЛ307","АЛ307","","","","","","","","","АЛ307","","Индикаторы единичные","","","","","","","","","","TU","","Type","","","","*","HL?",""
"АОТ127","2101.6-1","","","","","","","","","АОТ127","","Микросхемы","","","","","","","","","","TU","","Type","","","","*","DA?",""
"БУАОМ-4","","","","","","","","","","БУАОМ-4","","Group","","","","","","","","","","ЯНТИ.431167.004 ТУ","","БУАОМ-4","","","","*","A?",""
"ВЕНТ","","","","","","","","","","ВЕНТ","","Group","","","","","","","","","","TU","","Type","","","","*","M?",""
"К10-17","К10-17","","","","","","","","","К10-17","","Конденсаторы","","","","","","Precision","","TKE","","TU","","Type","","Value","Volt","*","C?",""
"К10-79","","","","","","","","","","К10-79","К10-79-10В-0,1-Н90 АЖЯР.673511.004ТУ","Конденсаторы","","","","","","Precision","1","-Н90","","АЖЯР.673511.004ТУ","","К10-79","","0,1","10В","*","C?",""
"К10-79-100В-22ПФ-МП0","К10-79-1.6X0.8","","","","","","","","","К10-79-100В-22ПФ-МП0","","Конденсаторы","","","","","","Precision","","TKE","","TU","","Type","","Value","Volt","*","C?",""
"К10-79-10В-0,1МКФ-Н90","К10-79-1,6х0,8","","","","","","","","","К10-79-10В-0,1МКФ-Н90","","Конденсаторы","","","","","","Precision","1","-Н90","","АЖЯР.673511.004ТУ","","К10-79","","0,1","10В","*","C?",""
"К10-79-250В-2200ПФ-Н30","К10-79-3,2Х1,6","","","","","","","","","К10-79-250В-2200ПФ-Н30","","Конденсаторы","","","","","","Precision","","TKE","","TU","","Type","","Value","Volt","*","C?",""
"К10-79-50В-0,1МКФ-Н90","К10-79-3,2Х1,6","","","","","","","","","К10-79-50В-0,1МКФ-Н90","","Конденсаторы","","","","","","Precision","","TKE","","TU","","Type","","Value","Volt","*","C?",""
"К10-79-50В-0,47МКФ-Н90","К10-79-4.5X3.2","","","","","","","","","К10-79-50В-0,47МКФ-Н90","","Конденсаторы","","","","","","Precision","","TKE","","TU","","Type","","Value","Volt","*","C?",""
"К10-79-50В-1,0МКФ-Н90","К10-79-5.7X5.0","","","","","","","","","К10-79-50В-1,0МКФ-Н90","","Конденсаторы","","","","","","Precision","","TKE","","TU","","Type","","Value","Volt","*","C?",""
"К1401УД2А","201.14-10","","","","","","","","","К1401УД2А","","Микросхемы","","","","","","","","","","TU","","Type","","","","*","DA?",""
"К140УД8А","","","","","","","","","","Операционный усилитель","К140УД8А","Микросхемы","","","","","","","","","","","","К140УД8А","","","","*","DA?",""
"К50-35","К50-35","","","","","","","","","К50-35","","Конденсаторы","","","","","","Precision","","TKE","","TU","","Type","","Value","Volt","*","C?",""
"К50-35 D10MM","К50-35 D10MM","","","","","","","","","К50-35 D10MM","","Конденсаторы","","","","","","Precision","","TKE","","TU","","Type","","Value","Volt","*","C?",""
"К50-35 D12MM","К50-35 D12MM","","","","","","","","","К50-35 D12MM","","Конденсаторы","","","","","","Precision","","TKE","","TU","","Type","","Value","Volt","*","C?",""
"К50-35 D5MM","К50-35 D5MM","","","","","","","","","К50-35 D5MM","","Конденсаторы","","","","","","Precision","","TKE","","TU","","Type","","Value","Volt","*","C?",""
"К50-35 D8MM","К50-35 D8MM","","","","","","","","","К50-35 D8MM","","Конденсаторы","","","","","","Precision","","TKE","","TU","","Type","","Value","Volt","*","C?",""
"К52-1БМ","","","","","","","","","","К52-1БМ","","Конденсаторы","","","","","","Precision","","TKE","","TU","","Type","","Value","Volt","*","C?",""
"К53-67-1","","","","","","","","","","К53-67-1","","Конденсаторы","","","","","","Precision","","TKE","","TU","","Type","","Value","Volt","*","C?",""
"К53-67-2","","","","","","","","","","К53-67-2","","Конденсаторы","","","","","","Precision","","TKE","","TU","","Type","","Value","Volt","*","C?",""
"К53-67-3","","","","","","","","","","К53-67-3","","Конденсаторы","","","","","","Precision","","TKE","","TU","","Type","","Value","Volt","*","C?",""
"К53-67-4","","","","","","","","","","К53-67-4","","Конденсаторы","","","","","","Precision","","TKE","","TU","","Type","","Value","Volt","*","C?",""
"К53-67-5","","","","","","","","","","К53-67-5","","Конденсаторы","","","","","","Precision","","TKE","","TU","","Type","","Value","Volt","*","C?",""
"К53-68-B","К53-68-B","","","","","","","","","К53-68-B","К53-68 "В"-6,3В-10мкФ±20%","Конденсаторы","","","","","","±20%","1","TKE","","АЖЯР.673546.007 ТУ","","К53-68","","10 мкФ","6,3В","*","C?",""
"К561КП1","238.16-1","","","","","","","","","К561КП1","","Микросхемы","","","","","","","","","","TU","","Type","","","","*","DD?",""
"К73-17-250В-0,047МКФ","","","","","","","","","","К73-17-250В-0,047МКФ","","Конденсаторы","","","","","","Precision","","TKE","","TU","","Type","","Value","Volt","*","C?",""
"К73-17-250В-0,1МКФ","","","","","","","","","","К73-17-250В-0,1МКФ","","Конденсаторы","","","","","","Precision","","TKE","","TU","","Type","","Value","Volt","*","C?",""
"КД510","КД510","","","","","","","","","КД510","","Диоды","","","","","","","","","","TU","","Type","","","","*","VD?",""
"КОНТАКТ","КОНТАКТ","","","","","","","","","КОНТАКТ","","Group","","","","","","","","","","TU","","Type","","","","*","U?",""
"КОНТАКТ1","КОНТАКТ","","","","","","","","","КОНТАКТ1","","Group","","","","","","","","","","TU","","Type","","","","*","U?",""
"КОНТАКТ2","","","","","","","","","","КОНТАКТ2","","Group","","","","","","","","","","TU","","Type","","","","*","U?",""
"КОРПУС","","","","","","","","","","КОРПУС","","Group","","","","","","","","","","TU","","Type","","","","*","PWR?",""
"КРЕН5А","КРЕН5А","","","","","","","","","КРЕН5А","","Микросхемы","","","","","","","","","","TU","","Type","","","","*","DA?",""
"КТ3117А","","","","","","","","","","КТ3117А","","Транзисторы","","","","","","","","","","TU","","Type","","","","*","VT?",""
"Коаксиал","","","","","","","","","","Коаксиал","","Кабели соединительные","","","","","","","","","","TU","","Type","","","","*","","Коаксиальный кабель"
"Концквик","","","","","","","","","","=NameComp","","","","*","","Концевик","","","","","","","","","","","","*","SQ?","Концевик"
"МАА1200-1","","","","","","","","","","МАА1200-1","","Модули питания","","","","","","","","","","TU","","Type","","","","*","G?",""
"МАА150-1","","","","","","","","","","МАА150-1","","Модули питания","","","","","","","","","","TU","","Type","","","","*","G?",""
"МАА300-1СБП","","","","","","","","","","*","","Модули питания","","","","","","","","","","TU","","Type","","","","*","G?",""
"МАА50-1","","","","","","","","","","МАА50-1","","Модули питания","","","","","","","","","","TU","","Type","","","","*","G?",""
"МАА600-1","","","","","","","","","","МАА600-1","","Модули питания","","","","","","","","","","TU","","Type","","","","*","G?",""
"МАА600-1СФБП","","","","","","","","","","*","","Group","","","","","","","","","","TU","","Type","","","","*","Z?",""
"МАА600-Ф","","","","","","","","","","МАА600-Ф","","Group","","","","","","","","","","TU","","Type","","","","*","PWR?",""
"МДМ100-1ВМФ","","","","","","","","","","МДМ100-1ВМФ","","","","МДМ100-1ВМФ","","МДМ100-1ВМФ БКЯЮ.436630.030ТУ","","","","","","","","","Модуль электропитания","","","*","U?",""
"МДМ100-1ВСУФ","","","","","","","","","","=NameComp","","","","МДМ100-1ВСУФ","","МДМ100-1ВСУФ БКЯЮ.436630.030ТУ","","","","","","","","","Модуль электропитания","","","*","U?",""
"МДМ100-1ВСФ","","","","","","","","","","=NameComp","","","","МДМ100-1ВСФ","","МДМ100-1ВСФ БКЯЮ.436630.030ТУ","","","","","","","","","Модуль электропитания","","","*","U?",""
"МДМ15-1","","","","","","","","","","МДМ15-1","","Модули питания","","","","","","","","","","TU","","Type","","","","*","G?",""
"МДМ15-2","","","","","","","","","","МДМ15-2","","Модули питания","","","","","","","","","","TU","","Type","","","","*","G?",""
"МДМ30-1ВМФ","","","","","","","","","","МДМ30-1ВМФ","","","","МДМ30-1ВМФ","","МДМ30-1ВМФ БКЯЮ.436630.030ТУ","","","","","","","","","Модуль электропитания","","","*","U?",""
"МДМ30-1ВСУФ","","","","","","","","","","=NameComp","","","","МДМ30-1ВСУФ","","МДМ30-1ВСУФ БКЯЮ.436630.030ТУ","","","","","","","","","Модуль электропитания","","","*","U?",""
"МДМ30-1ВСФ","","","","","","","","","","=NameComp","","","","МДМ30-1ВСФ","","МДМ30-1ВСФ БКЯЮ.436630.030ТУ","","","","","","","","","Модуль электропитания","","","*","U?",""
"МДМ50-1","","","","","","","","","","*","","Модули питания","","","","","","","","","","TU","","Type","","","","*","G?",""
"МДМ5П-1","МДМ5-П1_МДМ5П-1(Primary)","","","","","","","","","МДМ5П-1","","Модули питания","","","","","","","","","","TU","","Type","","","","*","G?",""
"МДМ5П-2","","","","","","","","","","МДМ5П-2","","Модули питания","","","","","","","","","","TU","","Type","","","","*","G?",""
"МПВ15","МПВ15","","","","","","","","","МПВ15","","Модули питания","","","","","","","","","","TU","","Type","","","","*","G?",""
"МПВ5","МПВ5_МПВ5(Primary)","","","","","","","","","МПВ5","","Модули питания","","","","","","","","","","TU","","Type","","","","*","G?",""
"МПВ5СС","МПВ5_МПВ5СС(Primary)","","","","","","","","","МПВ5СС","","Модули питания","","","","","","","","","","TU","","Type","","","","*","G?",""
"МПВ60","","","","","","","","","","МПВ60","","Модули питания","","","","","","","","","","TU","","Type","","","","*","G?",""
"МПС60","МПС60_МПС60(Primary)","","","","","","","","","МПС60","","Модули питания","","","","","","","","","","TU","","Type","","","","*","G?",""
"МРМ1-В2,5ДТУ","","","","","","","","","","Модуль фильтрации","","Модули питания","Александер Электрик","","","","","","500","","","БКЮС.468240.003-01 ТУ","","МРМ1-В2,5ДТУ","","","","*","G?","Модуль фильтрации"
"ОПТРОН","","","","","","","","","","ОПТРОН","","Group","","","","","","","","","","TU","","Type","","","","*","U?",""
"П36.30","","","","","","","","","","*","","Group","","","","","","","","","","TU","","Type","","","","*","U?",""
"ПЭН-201-0,03/27","","","","","","","","","","=NameComp","","","","ПЭН-201-0,03/27","","ПЭН-201-0,03/27 038.431432.201СБ","","","","","","","","","Нагреватель","","","*","EK?","Нагреватели"
"ПЭН-202-0,017/27","","","","","","","","","","=NameComp","","","","ПЭН-202-0,017/27","","ПЭН-202-0,017/27 038.431432.202СБ","","","","","","","","","Нагреватель","","","*","EK?","Нагреватели"
"ПЭН-203-0,045/27","","","","","","","","","","=NameComp","","","","ПЭН-203-0,045/27","","ПЭН-203-0,045/27 038.431432.203СБ","","","","","","","","","Нагреватель","","","*","EK?","Нагреватели"
"Перемычка","","","","","","","","","","Перемычка","","Соединители","","","","","","","","","","TU","","Type","","","","*","X?",""
"Р1-12 АЛЯР.434110.005 ТУ","Р1-12-0,5","Р1-12-0,1","Р1-12-0,25","Р1-12-0,33","Р1-12-0,062","Р1-12-0,75","Р1-12-0,125","Р1-12-1,0","Р1-12-2,0","Р1-12 АЛЯР.434110.005 ТУ","","Резисторы","","","","","-0,125","±5%","1","","-M","АЛЯР.434110.005 ТУ","","Р1-12","","1кОм","","*","R?",""
"Р1-16 АЛЯР.434110.002 ТУ","Р1-12-0,25","Р1-12-0,062","Р1-12-0,125","","","","","","","Р1-16 АЛЯР.434110.002 ТУ","","Резисторы","","","-0,5","","-0,125","±0,1%","1","","-Д","АЛЯР.434110.002 ТУ","","Р1-16","","1кОм","","*","R?",""
"РК386ММ","РК386ММ","","","","","","","","","РК386ММ","","Group","","","","","","","","","","TU","","Type","","","","*","BQ?",""
"РК457","","","","","","","","","","РК457","","Group","","","","РК457-5ДC-16 000 К ТУ6321-011-07604008-07","","","","","","TU","","Type","","","","*","BQ?",""
"РЭС80","РЭС80_РЭС80(Primary)","","","","","","","","","РЭС80","","Group","","","","","","","","","","TU","","Type","","","","*","K?",""
"С2-33-0,25","","","","","","","","","","С2-33-0,25","","Резисторы","","","","","Power","Precision","","","","TU","","Type","","","","*","R?",""
"С2-33Н-0,5","","","","","","","","","","С2-33Н-0,5","","Резисторы","","","","","Power","Precision","","","","TU","","Type","","","","*","R?",""
"СМПВ15","СМПВ15","","","","","","","","","СМПВ15","","Модули питания","","","","","","","","","","TU","","Type","","","","*","G?",""
"СП3-19","SP3-19A","","","","","","","","","СП3-19","","Резисторы переменные","","","","","Power","Precicion","","","","TU","","Type","","Value","","*","RR?",""
"СП5-2ВБ","СП5-2ВБ","","","","","","","","","СП5-2ВБ","","Резисторы переменные","","","","","Power","Precicion","","","","TU","","Type","","Value","","*","RR?",""
"ТДМ-А","","","","","","","","","","ТДМ-А","ТДМ-А","Микросхемы","МИИЭТ","","","ТДМ-2.5А ГАВЛ.408854.108ТТ","","","1000","","","","","ТДМ-А","","","","*","BP?","Тензомодуль"
"ТС-500-П-01-А-2","","","","","","","","","","=NameComp","","","","ТС-500-П-01-А-2","","ТС-500-П-01-А-2 ТЛМВ.405211.142ТУ","","","","","","","","","Терморезисторы","Value","","*","RK?",""
"ТС-500-П-01-А-3","","","","","","","","","","=NameComp","","","","ТС-500-П-01-А-3","","ТС-500-П-01-А-3 ТЛМВ.405211.142ТУ","","","","","","","","","Терморезисторы","Value","","*","RK?",""
"ТЭНП 3.20.50.24","","","","","","","","","","=NameComp","","","","ТЭНП 3.20.50.24","","ТЭНП 3.20.50.24","","","","","","","","","Нагреватель патронный","","","*","EK?","Нагреватели"
"Устройство","","","","","","","","","","Устройство","","","","*","","*","","","","","","","","","","","","*","A?",""
"Фотодиод","","","","","","","","","","*","","","","*","","*","","","","","","","","","","","","*","BL?",""
